round,slate,clicks,binary_reward,soft_score
1709,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1,5
1710,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",1,6
1711,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",1,6
1712,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",1,5
1713,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",1,7
1714,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",1,5
1715,"[595, 352, 935, 796, 260, 404, 720, 687, 730, 312]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1716,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",1,7
1717,"[227, 116, 577, 952, 249, 988, 46, 268, 377, 847]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1718,"[720, 228, 652, 818, 256, 626, 114, 330, 33, 557]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,2
1719,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",1,4
1720,"[799, 484, 867, 617, 908, 166, 96, 504, 184, 378]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1721,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",1,7
1722,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
1723,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",1,5
1724,"[101, 779, 479, 437, 428, 719, 383, 74, 557, 827]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1725,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1,6
1726,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1,4
1727,"[237, 105, 281, 200, 475, 311, 844, 836, 589, 618]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1728,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",1,7
1729,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",1,5
1730,"[582, 544, 663, 679, 754, 161, 463, 859, 957, 926]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",1,4
1731,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1,7
1732,"[386, 376, 330, 872, 23, 354, 256, 482, 249, 815]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,3
1733,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,4
1734,"[742, 232, 729, 675, 328, 602, 331, 688, 663, 456]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",1,3
1735,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1,7
1736,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1,7
1737,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",1,7
1738,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",1,7
1739,"[561, 155, 907, 14, 747, 15, 338, 819, 45, 716]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1740,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,8
1741,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,5
1742,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",1,6
1743,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",1,5
1744,"[169, 625, 789, 378, 953, 910, 597, 655, 604, 408]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1745,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",1,6
1746,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",1,5
1747,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",1,7
1748,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 0]",1,6
1749,"[377, 344, 838, 962, 861, 13, 434, 765, 510, 288]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",1,5
1750,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,8
1751,"[133, 525, 145, 586, 907, 365, 958, 673, 232, 987]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
1752,"[499, 943, 789, 195, 182, 157, 358, 959, 467, 34]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1753,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",1,4
1754,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",1,3
1755,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,9
1756,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,7
1757,"[716, 460, 439, 575, 171, 80, 254, 467, 992, 508]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1758,"[536, 476, 122, 561, 454, 180, 787, 30, 813, 526]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,2
1759,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",1,4
1760,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",1,5
1761,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",1,6
1762,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1,7
1763,"[351, 7, 914, 961, 261, 397, 687, 314, 785, 447]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
1764,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1,3
1765,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
1766,"[657, 870, 543, 358, 46, 194, 603, 958, 424, 175]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,2
1767,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,8
1768,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1,5
1769,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
1770,"[846, 144, 748, 354, 661, 290, 58, 531, 635, 161]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1771,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1,6
1772,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",1,7
1773,"[606, 433, 496, 318, 489, 256, 760, 468, 587, 992]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
1774,"[13, 911, 660, 20, 633, 614, 979, 391, 227, 740]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1,3
1775,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",1,6
1776,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1,7
1777,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",1,5
1778,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",1,6
1779,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1,8
1780,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",1,7
1781,"[882, 342, 214, 507, 154, 194, 704, 448, 725, 458]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1782,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,6
1783,"[156, 213, 601, 499, 826, 765, 76, 684, 902, 914]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1,3
1784,"[222, 735, 364, 254, 228, 533, 160, 620, 191, 361]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",1,4
1785,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1,5
1786,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,4
1787,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,4
1788,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",1,5
1789,"[918, 243, 387, 454, 333, 276, 550, 653, 39, 735]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",1,4
1790,"[982, 145, 104, 282, 149, 875, 931, 965, 221, 143]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1791,"[150, 855, 624, 659, 24, 612, 98, 186, 706, 575]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1792,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1,6
1793,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,3
1794,"[486, 906, 107, 776, 474, 744, 792, 785, 722, 429]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",1,3
1795,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",1,6
1796,"[242, 131, 420, 179, 309, 743, 79, 528, 315, 202]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,3
1797,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",1,5
1798,"[85, 489, 865, 730, 713, 403, 284, 601, 538, 285]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,2
1799,"[884, 428, 853, 499, 802, 40, 781, 915, 388, 814]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,2
1800,"[955, 110, 37, 937, 23, 168, 551, 548, 337, 75]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,2
1801,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,8
1802,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,9
1803,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,7
1804,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",1,8
1805,"[127, 217, 909, 632, 598, 180, 657, 889, 679, 780]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,2
1806,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,8
1807,"[267, 852, 569, 850, 498, 109, 86, 832, 671, 565]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1808,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,9
1809,"[433, 480, 947, 287, 635, 492, 15, 356, 493, 394]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,3
1810,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 1]",1,6
1811,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,9
1812,"[932, 730, 835, 270, 744, 731, 832, 905, 798, 915]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
1813,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,7
1814,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",1,7
1815,"[579, 838, 600, 112, 62, 3, 235, 756, 215, 970]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1816,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",1,7
1817,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",1,5
1818,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,3
1819,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,7
1820,"[773, 81, 45, 639, 909, 307, 851, 164, 676, 146]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1821,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",1,4
1822,"[458, 163, 518, 216, 893, 503, 114, 137, 857, 399]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,3
1823,"[705, 301, 296, 583, 548, 853, 974, 267, 907, 487]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1824,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",1,4
1825,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",1,7
1826,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1,5
1827,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,3
1828,"[835, 94, 373, 4, 519, 633, 954, 617, 904, 202]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1,3
1829,"[884, 276, 991, 890, 706, 667, 310, 240, 961, 12]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1830,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",1,5
1831,"[598, 685, 723, 707, 611, 309, 937, 873, 667, 684]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1832,"[794, 498, 710, 162, 83, 541, 672, 63, 320, 567]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,2
1833,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,5
1834,"[677, 376, 137, 777, 593, 24, 500, 241, 502, 221]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
1835,"[867, 240, 123, 392, 198, 771, 43, 305, 65, 834]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1836,"[443, 184, 178, 190, 639, 841, 761, 564, 457, 500]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1837,"[365, 735, 959, 459, 590, 702, 422, 474, 593, 277]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
1838,"[802, 535, 537, 868, 902, 762, 656, 120, 637, 160]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,3
1839,"[159, 859, 524, 63, 604, 66, 288, 302, 139, 871]","[0, 0, 0, 1, 1, 0, 1, 1, 1, 0]",1,5
1840,"[941, 1, 670, 196, 515, 988, 729, 798, 155, 528]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1,2
1841,"[872, 459, 255, 778, 579, 485, 192, 666, 774, 481]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,3
1842,"[100, 973, 754, 590, 725, 384, 125, 339, 347, 90]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1,3
1843,"[153, 203, 511, 719, 472, 467, 949, 361, 657, 190]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
1844,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,6
1845,"[367, 652, 208, 858, 925, 489, 849, 730, 286, 773]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
1846,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",1,6
1847,"[435, 848, 824, 338, 849, 78, 998, 900, 298, 807]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
1848,"[689, 86, 275, 563, 298, 801, 829, 758, 310, 306]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,2
1849,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",1,7
1850,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",1,4
1851,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,6
1852,"[743, 152, 390, 192, 595, 634, 17, 583, 976, 584]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1853,"[438, 211, 125, 391, 168, 983, 918, 637, 299, 803]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1854,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",1,3
1855,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,4
1856,"[971, 212, 624, 947, 579, 188, 154, 74, 43, 919]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
1857,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",1,7
1858,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",1,6
1859,"[783, 75, 543, 506, 150, 400, 943, 241, 993, 896]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,3
1860,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,9
1861,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1,4
1862,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1,5
1863,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",1,6
1864,"[391, 122, 133, 902, 214, 638, 532, 290, 993, 513]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
1865,"[282, 619, 339, 898, 950, 603, 688, 300, 895, 570]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,2
1866,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,2
1867,"[964, 488, 206, 417, 54, 61, 993, 723, 445, 180]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,2
1868,"[1, 506, 259, 45, 230, 293, 287, 908, 719, 562]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1869,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",1,7
1870,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",1,7
1871,"[977, 964, 476, 640, 918, 464, 838, 110, 108, 575]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,2
1872,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1,4
1873,"[598, 903, 322, 457, 290, 588, 13, 579, 400, 875]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1874,"[319, 719, 579, 385, 479, 533, 923, 642, 399, 107]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,3
1875,"[911, 794, 561, 876, 524, 753, 669, 410, 89, 318]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1876,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1,7
1877,"[277, 50, 603, 861, 687, 36, 855, 786, 170, 420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1878,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
1879,"[99, 0, 277, 120, 829, 287, 472, 709, 78, 989]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,2
1880,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",1,4
1881,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
1882,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",1,6
1883,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",1,8
1884,"[26, 712, 884, 618, 898, 249, 587, 565, 454, 686]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1885,"[108, 362, 788, 167, 262, 320, 92, 201, 830, 78]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1886,"[854, 995, 987, 57, 763, 170, 690, 503, 548, 300]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1887,"[326, 364, 980, 787, 613, 745, 213, 289, 983, 342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1888,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1]",1,6
1889,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",1,4
1890,"[360, 720, 445, 494, 748, 627, 10, 816, 555, 642]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,2
1891,"[592, 864, 230, 893, 313, 874, 735, 106, 932, 252]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",1,3
1892,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]",1,6
1893,"[474, 1, 22, 487, 307, 859, 868, 974, 775, 220]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",1,3
1894,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",1,5
1895,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1896,"[779, 605, 723, 796, 238, 46, 193, 346, 898, 521]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,2
1897,"[683, 832, 16, 623, 538, 15, 336, 975, 541, 728]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1898,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",1,6
1899,"[679, 351, 289, 286, 738, 482, 608, 750, 346, 18]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",1,3
1900,"[755, 206, 145, 792, 518, 836, 948, 374, 502, 790]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1901,"[584, 123, 978, 817, 822, 313, 430, 315, 999, 823]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1902,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",1,6
1903,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,9
1904,"[151, 427, 568, 564, 173, 367, 727, 424, 754, 272]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1905,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",1,7
1906,"[846, 89, 249, 211, 50, 309, 687, 165, 497, 449]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
1907,"[483, 675, 488, 493, 598, 521, 619, 158, 9, 236]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
